estimated_x,estimated_y,estimated_z,GPIO_Pin_12,GPIO_Pin_13,GPIO_Pin_14,GPIO_Pin_15
200.661.224,228.964.417,254.322.464,ON,ON,ON,ON
200.661.224,228.964.417,254.322.464,ON,ON,ON,ON
200.661.224,228.964.417,254.322.464,ON,ON,ON,ON
200.661.224,228.964.417,254.322.464,ON,ON,ON,ON
200.661.224,228.964.417,254.322.464,ON,ON,ON,ON
200.661.224,228.964.417,254.322.464,ON,ON,ON,ON
200.661.224,228.964.417,254.322.464,ON,ON,ON,ON
200.661.224,228.964.417,254.322.464,ON,ON,ON,ON
200.661.224,228.964.417,254.322.464,ON,ON,ON,ON
200.661.224,228.964.417,254.322.464,ON,ON,ON,ON
200.661.224,228.964.417,254.322.464,ON,ON,ON,ON
200.661.224,228.964.417,254.322.464,ON,ON,ON,ON
200.661.224,228.964.417,254.322.464,ON,ON,ON,ON
200.661.224,228.964.417,254.322.464,ON,ON,ON,ON
200.661.224,228.964.417,254.322.464,ON,ON,ON,ON
200.661.224,228.964.417,254.322.464,ON,ON,ON,ON
200.661.224,228.964.417,254.322.464,ON,ON,ON,ON
200.661.224,228.964.417,254.322.464,ON,ON,ON,ON
200.661.224,228.964.417,254.322.464,ON,ON,ON,ON
200.661.224,228.964.417,254.322.464,ON,ON,ON,ON
200.661.224,228.964.417,254.322.464,ON,ON,ON,ON
200.661.224,228.964.417,254.322.464,ON,ON,ON,ON
200.661.224,228.964.417,254.322.464,ON,ON,ON,ON
200.661.224,228.964.417,254.322.464,ON,ON,ON,ON
200.661.224,228.964.417,254.322.464,ON,ON,ON,ON
200.661.224,228.964.417,254.322.464,ON,ON,ON,ON
200.661.224,228.964.417,254.322.464,ON,ON,ON,ON
200.661.224,228.964.417,254.322.464,ON,ON,ON,ON
200.661.224,228.964.417,254.322.464,ON,ON,ON,ON
200.661.224,228.964.417,254.322.464,ON,ON,ON,ON
200.661.224,228.964.417,254.322.464,ON,ON,ON,ON
200.661.224,228.964.417,254.322.464,ON,ON,ON,ON
200.661.224,228.964.417,254.322.464,ON,ON,ON,ON
200.661.224,228.964.417,254.322.464,ON,ON,ON,ON
200.661.224,228.964.417,254.322.464,ON,ON,ON,ON
200.661.224,228.964.417,254.322.464,ON,ON,ON,ON
200.661.224,228.964.417,254.322.464,ON,ON,ON,ON
200.661.224,228.964.417,254.322.464,ON,ON,ON,ON
200.661.224,228.964.417,254.322.464,ON,ON,ON,ON
200.661.224,228.964.417,254.322.464,ON,ON,ON,ON
200.661.224,228.964.417,254.322.464,ON,ON,ON,ON
200.661.224,228.964.417,254.322.464,ON,ON,ON,ON
200.661.224,228.964.417,254.322.464,ON,ON,ON,ON
200.661.224,228.964.417,254.322.464,ON,ON,ON,ON
200.661.224,228.964.417,254.322.464,ON,ON,ON,ON
200.661.224,228.964.417,254.322.464,ON,ON,ON,ON
200.661.224,228.964.417,254.322.464,ON,ON,ON,ON
200.661.224,228.964.417,254.322.464,ON,ON,ON,ON
200.661.224,228.964.417,254.322.464,ON,ON,ON,ON
200.661.224,228.964.417,254.322.464,ON,ON,ON,ON
200.173.325,228.956.619,254.346.649,ON,ON,ON,ON
200.173.325,228.956.619,254.346.649,ON,ON,ON,ON
200.173.325,228.956.619,254.346.649,ON,ON,ON,ON
200.173.325,228.956.619,254.346.649,ON,ON,ON,ON
200.173.325,228.956.619,254.346.649,ON,ON,ON,ON
200.173.325,228.956.619,254.346.649,ON,ON,ON,ON
200.173.325,228.956.619,254.346.649,ON,ON,ON,ON
200.173.325,228.956.619,254.346.649,ON,ON,ON,ON
200.173.325,228.956.619,254.346.649,ON,ON,ON,ON
200.173.325,228.956.619,254.346.649,ON,ON,ON,ON
200.173.325,228.956.619,254.346.649,ON,ON,ON,ON
200.173.325,228.956.619,254.346.649,ON,ON,ON,ON
200.173.325,228.956.619,254.346.649,ON,ON,ON,ON
200.173.325,228.956.619,254.346.649,ON,ON,ON,ON
200.173.325,228.956.619,254.346.649,ON,ON,ON,ON
200.173.325,228.956.619,254.346.649,ON,ON,ON,ON
200.173.325,228.956.619,254.346.649,ON,ON,ON,ON
200.173.325,228.956.619,254.346.649,ON,ON,ON,ON
200.173.325,228.956.619,254.346.649,ON,ON,ON,ON
200.173.325,228.956.619,254.346.649,ON,ON,ON,ON
200.173.325,228.956.619,254.346.649,ON,ON,ON,ON
200.173.325,228.956.619,254.346.649,ON,ON,ON,ON
200.173.325,228.956.619,254.346.649,ON,ON,ON,ON
199.713.593,228.931.946,253.427.170,OFF,ON,ON,ON
199.713.593,228.931.946,253.427.170,OFF,ON,ON,ON
199.713.577,228.931.946,253.427.155,OFF,ON,ON,ON
199.713.593,228.931.946,253.427.155,OFF,ON,ON,ON
199.713.593,228.931.946,253.427.170,OFF,ON,ON,ON
199.713.593,228.931.946,253.427.170,OFF,ON,ON,ON
199.713.577,228.931.946,253.427.170,OFF,ON,ON,ON
199.713.577,228.931.946,253.427.170,OFF,ON,ON,ON
199.713.593,228.931.946,253.427.155,OFF,ON,ON,ON
199.713.593,228.931.946,253.427.155,OFF,ON,ON,ON
199.713.593,228.931.946,253.427.155,OFF,ON,ON,ON
199.713.593,228.931.946,253.427.170,OFF,ON,ON,ON
199.713.593,228.931.946,253.427.170,OFF,ON,ON,ON
199.713.577,228.931.946,253.427.170,OFF,ON,ON,ON
199.713.577,228.931.946,253.427.170,OFF,ON,ON,ON
199.713.577,228.931.946,253.427.155,OFF,ON,ON,ON
199.713.593,228.931.946,253.427.155,OFF,ON,ON,ON
199.713.593,228.931.946,253.427.170,OFF,ON,ON,ON
199.713.577,228.931.946,253.427.170,OFF,ON,ON,ON
199.713.593,228.931.946,253.427.170,OFF,ON,ON,ON
199.713.577,228.931.946,253.427.170,OFF,ON,ON,ON
199.713.577,228.931.946,253.427.170,OFF,ON,ON,ON
199.713.577,228.931.946,253.427.155,OFF,ON,ON,ON
200.173.325,228.956.619,254.346.649,ON,ON,ON,ON
200.173.325,228.956.619,254.346.649,ON,ON,ON,ON
200.173.325,228.956.619,254.346.649,ON,ON,ON,ON
200.173.325,228.956.619,254.346.649,ON,ON,ON,ON
200.173.325,228.956.619,254.346.649,ON,ON,ON,ON
200.173.325,228.956.619,254.346.649,ON,ON,ON,ON
200.173.325,228.956.619,254.346.649,ON,ON,ON,ON
200.173.325,228.956.619,254.346.649,ON,ON,ON,ON
200.173.325,228.956.619,254.346.649,ON,ON,ON,ON
200.173.325,228.956.619,254.346.649,ON,ON,ON,ON
200.173.325,228.956.619,254.346.649,ON,ON,ON,ON
200.173.325,228.956.619,254.346.649,ON,ON,ON,ON
200.173.325,228.956.619,254.346.649,ON,ON,ON,ON
200.173.325,228.956.619,254.346.649,ON,ON,ON,ON
200.173.325,228.956.619,254.346.649,ON,ON,ON,ON
200.173.325,228.956.619,254.346.649,ON,ON,ON,ON
200.173.325,228.956.619,254.346.649,ON,ON,ON,ON
200.173.325,228.956.619,254.346.649,ON,ON,ON,ON
200.173.325,228.956.619,254.346.649,ON,ON,ON,ON
200.173.325,228.956.619,254.346.649,ON,ON,ON,ON
200.173.325,228.956.619,254.346.649,ON,ON,ON,ON
200.173.325,228.956.619,254.346.649,ON,ON,ON,ON
200.173.325,228.956.619,254.346.649,ON,ON,ON,ON
200.173.325,228.956.619,254.346.649,ON,ON,ON,ON
200.173.325,228.956.619,254.346.649,ON,ON,ON,ON
200.173.325,228.956.619,254.346.649,ON,ON,ON,ON
200.173.325,228.956.619,254.346.649,ON,ON,ON,ON
200.173.325,228.956.619,254.346.649,ON,ON,ON,ON
200.173.325,228.956.619,254.346.649,ON,ON,ON,ON
200.173.325,228.956.619,254.346.649,ON,ON,ON,ON
200.173.325,228.956.619,254.346.649,ON,ON,ON,ON
200.173.325,228.956.619,254.346.649,ON,ON,ON,ON
200.173.325,228.956.619,254.346.649,ON,ON,ON,ON
200.173.325,228.956.619,254.346.649,ON,ON,ON,ON
200.173.325,228.956.619,254.346.649,ON,ON,ON,ON
200.173.325,228.956.619,254.346.649,ON,ON,ON,ON
200.173.325,228.956.619,254.346.649,ON,ON,ON,ON
200.173.325,228.956.619,254.346.649,ON,ON,ON,ON
200.173.325,228.956.619,254.346.649,ON,ON,ON,ON
200.173.325,228.956.619,254.346.649,ON,ON,ON,ON
200.173.325,228.956.619,254.346.649,ON,ON,ON,ON
200.173.325,228.956.619,254.346.649,ON,ON,ON,ON
200.173.325,228.956.619,254.346.649,ON,ON,ON,ON
200.173.325,228.956.619,254.346.649,ON,ON,ON,ON
200.173.325,228.956.619,254.346.649,ON,ON,ON,ON
200.173.325,228.956.619,254.346.649,ON,ON,ON,ON
200.661.224,228.964.417,254.322.464,ON,ON,ON,ON
200.661.224,228.964.417,254.322.464,ON,ON,ON,ON
200.661.224,228.964.417,254.322.464,ON,ON,ON,ON
200.661.224,228.964.417,254.322.464,ON,ON,ON,ON
200.661.224,228.964.417,254.322.464,ON,ON,ON,ON
200.661.224,228.964.417,254.322.464,ON,ON,ON,ON
200.661.224,228.964.417,254.322.464,ON,ON,ON,ON
200.661.224,228.964.417,254.322.464,ON,ON,ON,ON
200.661.224,228.964.417,254.322.464,ON,ON,ON,ON
200.661.224,228.964.417,254.322.464,ON,ON,ON,ON
200.661.224,228.964.417,254.322.464,ON,ON,ON,ON
200.661.224,228.964.417,254.322.464,ON,ON,ON,ON
200.661.224,228.964.417,254.322.464,ON,ON,ON,ON
200.661.224,228.964.417,254.322.464,ON,ON,ON,ON
200.661.224,228.964.417,254.322.464,ON,ON,ON,ON
200.661.224,228.964.417,254.322.464,ON,ON,ON,ON
200.661.224,228.964.417,254.322.464,ON,ON,ON,ON
200.661.224,228.964.417,254.322.464,ON,ON,ON,ON
200.661.224,228.964.417,254.322.464,ON,ON,ON,ON
200.661.224,228.964.417,254.322.464,ON,ON,ON,ON
200.661.224,228.964.417,254.322.464,ON,ON,ON,ON
200.661.224,228.964.417,254.322.464,ON,ON,ON,ON
200.661.224,228.964.417,254.322.464,ON,ON,ON,ON
200.661.224,228.964.417,254.322.464,ON,ON,ON,ON
200.661.224,228.964.417,254.322.464,ON,ON,ON,ON
200.661.224,228.964.417,254.322.464,ON,ON,ON,ON
200.661.224,228.964.417,254.322.464,ON,ON,ON,ON
200.661.224,228.964.417,254.322.464,ON,ON,ON,ON
200.661.224,228.964.417,254.322.464,ON,ON,ON,ON
200.661.224,228.964.417,254.322.464,ON,ON,ON,ON
200.661.224,228.964.417,254.322.464,ON,ON,ON,ON
200.661.224,228.964.417,254.322.464,ON,ON,ON,ON
200.661.224,228.964.417,254.322.464,ON,ON,ON,ON
200.661.224,228.964.417,254.322.464,ON,ON,ON,ON
200.661.224,228.964.417,254.322.464,ON,ON,ON,ON
200.661.224,228.964.417,254.322.464,ON,ON,ON,ON
200.661.224,228.964.417,254.322.464,ON,ON,ON,ON
200.661.224,228.964.417,254.322.464,ON,ON,ON,ON
200.661.224,228.964.417,254.322.464,ON,ON,ON,ON
200.661.224,228.964.417,254.322.464,ON,ON,ON,ON
200.661.224,228.964.417,254.322.464,ON,ON,ON,ON
200.661.224,228.964.417,254.322.464,ON,ON,ON,ON
200.661.224,228.964.417,254.322.464,ON,ON,ON,ON
200.661.224,228.964.417,254.322.464,ON,ON,ON,ON
200.661.224,228.964.417,254.322.464,ON,ON,ON,ON
200.661.224,228.964.417,254.322.464,ON,ON,ON,ON
200.202.225,228.939.621,253.404.449,ON,ON,ON,ON
200.202.225,228.939.621,253.404.449,ON,ON,ON,ON
200.202.225,228.939.621,253.404.449,ON,ON,ON,ON
200.202.225,228.939.621,253.404.449,ON,ON,ON,ON
200.202.225,228.939.621,253.404.449,ON,ON,ON,ON
200.202.225,228.939.621,253.404.449,ON,ON,ON,ON
200.202.225,228.939.621,253.404.449,ON,ON,ON,ON
200.202.225,228.939.621,253.404.449,ON,ON,ON,ON
200.202.225,228.939.621,253.404.449,ON,ON,ON,ON
200.202.225,228.939.621,253.404.449,ON,ON,ON,ON
200.202.225,228.939.621,253.404.449,ON,ON,ON,ON
200.202.225,228.939.621,253.404.449,ON,ON,ON,ON
200.202.225,228.939.621,253.404.449,ON,ON,ON,ON
200.202.225,228.939.621,253.404.449,ON,ON,ON,ON
200.202.225,228.939.621,253.404.449,ON,ON,ON,ON
200.202.225,228.939.621,253.404.449,ON,ON,ON,ON
200.202.225,228.939.621,253.404.449,ON,ON,ON,ON
200.202.225,228.939.621,253.404.449,ON,ON,ON,ON
200.202.225,228.939.621,253.404.449,ON,ON,ON,ON
200.202.225,228.939.621,253.404.449,ON,ON,ON,ON
200.202.225,228.939.621,253.404.449,ON,ON,ON,ON
200.202.225,228.939.621,253.404.449,ON,ON,ON,ON
200.202.225,228.939.621,253.404.449,ON,ON,ON,ON
200.661.224,228.964.417,254.322.464,ON,ON,ON,ON
200.661.224,228.964.417,254.322.464,ON,ON,ON,ON
200.661.224,228.964.417,254.322.464,ON,ON,ON,ON
200.661.224,228.964.417,254.322.464,ON,ON,ON,ON
200.661.224,228.964.417,254.322.464,ON,ON,ON,ON
200.661.224,228.964.417,254.322.464,ON,ON,ON,ON
200.661.224,228.964.417,254.322.464,ON,ON,ON,ON
200.661.224,228.964.417,254.322.464,ON,ON,ON,ON
200.661.224,228.964.417,254.322.464,ON,ON,ON,ON
200.661.224,228.964.417,254.322.464,ON,ON,ON,ON
200.661.224,228.964.417,254.322.464,ON,ON,ON,ON
200.661.224,228.964.417,254.322.464,ON,ON,ON,ON
200.661.224,228.964.417,254.322.464,ON,ON,ON,ON
200.661.224,228.964.417,254.322.464,ON,ON,ON,ON
200.661.224,228.964.417,254.322.464,ON,ON,ON,ON
200.661.224,228.964.417,254.322.464,ON,ON,ON,ON
200.661.224,228.964.417,254.322.464,ON,ON,ON,ON
200.661.224,228.964.417,254.322.464,ON,ON,ON,ON
200.661.224,228.964.417,254.322.464,ON,ON,ON,ON
200.661.224,228.964.417,254.322.464,ON,ON,ON,ON
200.661.224,228.964.417,254.322.464,ON,ON,ON,ON
200.661.224,228.964.417,254.322.464,ON,ON,ON,ON
200.661.224,228.964.417,254.322.464,ON,ON,ON,ON
200.661.224,228.964.417,254.322.464,ON,ON,ON,ON
200.661.224,228.964.417,254.322.464,ON,ON,ON,ON
200.661.224,228.964.417,254.322.464,ON,ON,ON,ON
200.661.224,228.964.417,254.322.464,ON,ON,ON,ON
200.661.224,228.964.417,254.322.464,ON,ON,ON,ON
200.661.224,228.964.417,254.322.464,ON,ON,ON,ON
200.661.224,228.964.417,254.322.464,ON,ON,ON,ON
200.661.224,228.964.417,254.322.464,ON,ON,ON,ON
200.661.224,228.964.417,254.322.464,ON,ON,ON,ON
200.661.224,228.964.417,254.322.464,ON,ON,ON,ON
200.661.224,228.964.417,254.322.464,ON,ON,ON,ON
200.661.224,228.964.417,254.322.464,ON,ON,ON,ON
200.661.224,228.964.417,254.322.464,ON,ON,ON,ON
200.661.224,228.964.417,254.322.464,ON,ON,ON,ON
200.661.224,228.964.417,254.322.464,ON,ON,ON,ON
200.661.224,228.964.417,254.322.464,ON,ON,ON,ON
200.661.224,228.964.417,254.322.464,ON,ON,ON,ON
200.661.224,228.964.417,254.322.464,ON,ON,ON,ON
200.661.224,228.964.417,254.322.464,ON,ON,ON,ON
200.661.224,228.964.417,254.322.464,ON,ON,ON,ON
200.661.224,228.964.417,254.322.464,ON,ON,ON,ON
200.661.224,228.964.417,254.322.464,ON,ON,ON,ON
200.661.224,228.964.417,254.322.464,ON,ON,ON,ON
200.661.224,228.964.417,254.322.464,ON,ON,ON,ON
200.661.224,228.964.417,254.322.464,ON,ON,ON,ON
200.661.224,228.964.417,254.322.464,ON,ON,ON,ON
200.661.224,228.964.417,254.322.464,ON,ON,ON,ON
200.661.224,228.964.417,254.322.464,ON,ON,ON,ON
200.661.224,228.964.417,254.322.464,ON,ON,ON,ON
200.661.224,228.964.417,254.322.464,ON,ON,ON,ON
200.661.224,228.964.417,254.322.464,ON,ON,ON,ON
200.661.224,228.964.417,254.322.464,ON,ON,ON,ON
200.661.224,228.964.417,254.322.464,ON,ON,ON,ON
200.661.224,228.964.417,254.322.464,ON,ON,ON,ON
200.661.224,228.964.417,254.322.464,ON,ON,ON,ON
200.661.224,228.964.417,254.322.464,ON,ON,ON,ON
200.661.224,228.964.417,254.322.464,ON,ON,ON,ON
200.661.224,228.964.417,254.322.464,ON,ON,ON,ON
200.661.224,228.964.417,254.322.464,ON,ON,ON,ON
200.661.224,228.964.417,254.322.464,ON,ON,ON,ON
200.661.224,228.964.417,254.322.464,ON,ON,ON,ON
200.661.224,228.964.417,254.322.464,ON,ON,ON,ON
200.661.224,228.964.417,254.322.464,ON,ON,ON,ON
200.661.224,228.964.417,254.322.464,ON,ON,ON,ON
200.661.224,228.964.417,254.322.464,ON,ON,ON,ON
200.661.224,228.964.417,254.322.464,ON,ON,ON,ON
200.661.224,228.964.417,254.322.464,ON,ON,ON,ON
200.661.224,228.964.417,254.322.464,ON,ON,ON,ON
200.661.224,228.964.417,254.322.464,ON,ON,ON,ON
200.661.224,228.964.417,254.322.464,ON,ON,ON,ON
200.661.224,228.964.417,254.322.464,ON,ON,ON,ON
200.661.224,228.964.417,254.322.464,ON,ON,ON,ON
200.661.224,228.964.417,254.322.464,ON,ON,ON,ON
200.661.224,228.964.417,254.322.464,ON,ON,ON,ON
200.661.224,228.964.417,254.322.464,ON,ON,ON,ON
200.661.224,228.964.417,254.322.464,ON,ON,ON,ON
200.661.224,228.964.417,254.322.464,ON,ON,ON,ON
200.661.224,228.964.417,254.322.464,ON,ON,ON,ON
200.661.224,228.964.417,254.322.464,ON,ON,ON,ON
200.661.224,228.964.417,254.322.464,ON,ON,ON,ON
200.661.224,228.964.417,254.322.464,ON,ON,ON,ON
200.661.224,228.964.417,254.322.464,ON,ON,ON,ON
200.661.224,228.964.417,254.322.464,ON,ON,ON,ON
200.661.224,228.964.417,254.322.464,ON,ON,ON,ON
200.661.224,228.964.417,254.322.464,ON,ON,ON,ON
200.661.224,228.964.417,254.322.464,ON,ON,ON,ON
200.661.224,228.964.417,254.322.464,ON,ON,ON,ON
200.661.224,228.964.417,254.322.464,ON,ON,ON,ON
200.661.224,228.964.417,254.322.464,ON,ON,ON,ON
200.173.325,228.956.619,254.346.649,ON,ON,ON,ON
200.173.325,228.956.619,254.346.649,ON,ON,ON,ON
200.173.325,228.956.619,254.346.649,ON,ON,ON,ON
200.173.325,228.956.619,254.346.649,ON,ON,ON,ON
200.173.325,228.956.619,254.346.649,ON,ON,ON,ON
200.173.325,228.956.619,254.346.649,ON,ON,ON,ON
200.173.325,228.956.619,254.346.649,ON,ON,ON,ON
200.173.325,228.956.619,254.346.649,ON,ON,ON,ON
200.173.325,228.956.619,254.346.649,ON,ON,ON,ON
200.173.325,228.956.619,254.346.649,ON,ON,ON,ON
200.173.325,228.956.619,254.346.649,ON,ON,ON,ON
200.173.325,228.956.619,254.346.649,ON,ON,ON,ON
200.173.325,228.956.619,254.346.649,ON,ON,ON,ON
200.173.325,228.956.619,254.346.649,ON,ON,ON,ON
200.173.325,228.956.619,254.346.649,ON,ON,ON,ON
200.173.325,228.956.619,254.346.649,ON,ON,ON,ON
200.173.325,228.956.619,254.346.649,ON,ON,ON,ON
200.173.325,228.956.619,254.346.649,ON,ON,ON,ON
200.173.325,228.956.619,254.346.649,ON,ON,ON,ON
200.173.325,228.956.619,254.346.649,ON,ON,ON,ON
200.173.325,228.956.619,254.346.649,ON,ON,ON,ON
200.173.325,228.956.619,254.346.649,ON,ON,ON,ON
200.173.325,228.956.619,254.346.649,ON,ON,ON,ON
200.173.325,228.956.619,254.346.649,ON,ON,ON,ON
200.173.325,228.956.619,254.346.649,ON,ON,ON,ON
200.173.325,228.956.619,254.346.649,ON,ON,ON,ON
200.173.325,228.956.619,254.346.649,ON,ON,ON,ON
200.173.325,228.956.619,254.346.649,ON,ON,ON,ON
200.173.325,228.956.619,254.346.649,ON,ON,ON,ON
200.173.325,228.956.619,254.346.649,ON,ON,ON,ON
200.173.325,228.956.619,254.346.649,ON,ON,ON,ON
200.173.325,228.956.619,254.346.649,ON,ON,ON,ON
200.173.325,228.956.619,254.346.649,ON,ON,ON,ON
200.173.325,228.956.619,254.346.649,ON,ON,ON,ON
200.173.325,228.956.619,254.346.649,ON,ON,ON,ON
200.173.325,228.956.619,254.346.649,ON,ON,ON,ON
200.173.325,228.956.619,254.346.649,ON,ON,ON,ON
200.173.325,228.956.619,254.346.649,ON,ON,ON,ON
200.173.325,228.956.619,254.346.649,ON,ON,ON,ON
200.173.325,228.956.619,254.346.649,ON,ON,ON,ON
200.173.325,228.956.619,254.346.649,ON,ON,ON,ON
200.173.325,228.956.619,254.346.649,ON,ON,ON,ON
200.173.325,228.956.619,254.346.649,ON,ON,ON,ON
200.173.325,228.956.619,254.346.649,ON,ON,ON,ON
200.173.325,228.956.619,254.346.649,ON,ON,ON,ON
200.673.325,228.956.619,254.322.479,ON,ON,ON,ON
200.661.224,228.964.417,254.322.464,ON,ON,ON,ON
200.661.224,228.964.417,254.322.464,ON,ON,ON,ON
200.661.224,228.964.417,254.322.464,ON,ON,ON,ON
200.661.224,228.964.417,254.322.464,ON,ON,ON,ON
200.661.224,228.964.417,254.322.464,ON,ON,ON,ON
200.661.224,228.964.417,254.322.464,ON,ON,ON,ON
200.661.224,228.964.417,254.322.464,ON,ON,ON,ON
200.661.224,228.964.417,254.322.464,ON,ON,ON,ON
200.661.224,228.964.417,254.322.464,ON,ON,ON,ON
200.661.224,228.964.417,254.322.464,ON,ON,ON,ON
200.661.224,228.964.417,254.322.464,ON,ON,ON,ON
200.661.224,228.964.417,254.322.464,ON,ON,ON,ON
200.661.224,228.964.417,254.322.464,ON,ON,ON,ON
200.661.224,228.964.417,254.322.464,ON,ON,ON,ON
200.661.224,228.964.417,254.322.464,ON,ON,ON,ON
200.661.224,228.964.417,254.322.464,ON,ON,ON,ON
200.661.224,228.964.417,254.322.464,ON,ON,ON,ON
200.661.224,228.964.417,254.322.464,ON,ON,ON,ON
200.661.224,228.964.417,254.322.464,ON,ON,ON,ON
200.661.224,228.964.417,254.322.464,ON,ON,ON,ON
200.661.224,228.964.417,254.322.464,ON,ON,ON,ON
200.661.224,228.964.417,254.322.464,ON,ON,ON,ON
200.202.225,228.939.621,253.404.449,ON,ON,ON,ON
200.202.225,228.939.621,253.404.449,ON,ON,ON,ON
200.202.225,228.939.621,253.404.449,ON,ON,ON,ON
200.202.225,228.939.621,253.404.449,ON,ON,ON,ON
200.202.225,228.939.621,253.404.449,ON,ON,ON,ON
200.202.225,228.939.621,253.404.449,ON,ON,ON,ON
200.202.225,228.939.621,253.404.449,ON,ON,ON,ON
200.202.225,228.939.621,253.404.449,ON,ON,ON,ON
200.202.225,228.939.621,253.404.449,ON,ON,ON,ON
200.202.225,228.939.621,253.404.449,ON,ON,ON,ON
200.202.225,228.939.621,253.404.449,ON,ON,ON,ON
200.202.225,228.939.621,253.404.449,ON,ON,ON,ON
200.202.225,228.939.621,253.404.449,ON,ON,ON,ON
200.202.225,228.939.621,253.404.449,ON,ON,ON,ON
200.202.225,228.939.621,253.404.449,ON,ON,ON,ON
200.202.225,228.939.621,253.404.449,ON,ON,ON,ON
200.202.225,228.939.621,253.404.449,ON,ON,ON,ON
200.202.225,228.939.621,253.404.449,ON,ON,ON,ON
200.202.225,228.939.621,253.404.449,ON,ON,ON,ON
200.202.225,228.939.621,253.404.449,ON,ON,ON,ON
200.202.225,228.939.621,253.404.449,ON,ON,ON,ON
200.202.225,228.939.621,253.404.449,ON,ON,ON,ON
200.202.225,228.939.621,253.404.449,ON,ON,ON,ON
200.202.225,228.939.621,253.404.449,ON,ON,ON,ON
200.202.225,228.939.621,253.404.449,ON,ON,ON,ON
200.202.225,228.939.621,253.404.449,ON,ON,ON,ON
200.202.225,228.939.621,253.404.449,ON,ON,ON,ON
200.202.225,228.939.621,253.404.449,ON,ON,ON,ON
200.202.225,228.939.621,253.404.449,ON,ON,ON,ON
200.202.225,228.939.621,253.404.449,ON,ON,ON,ON
200.202.225,228.939.621,253.404.449,ON,ON,ON,ON
200.202.225,228.939.621,253.404.449,ON,ON,ON,ON
200.202.225,228.939.621,253.404.449,ON,ON,ON,ON
200.202.225,228.939.621,253.404.449,ON,ON,ON,ON
200.202.225,228.939.621,253.404.449,ON,ON,ON,ON
200.202.225,228.939.621,253.404.449,ON,ON,ON,ON
200.202.225,228.939.621,253.404.449,ON,ON,ON,ON
200.202.225,228.939.621,253.404.449,ON,ON,ON,ON
200.202.225,228.939.621,253.404.449,ON,ON,ON,ON
200.202.225,228.939.621,253.404.449,ON,ON,ON,ON
200.202.225,228.939.621,253.404.449,ON,ON,ON,ON
200.202.225,228.939.621,253.404.449,ON,ON,ON,ON
200.202.225,228.939.621,253.404.449,ON,ON,ON,ON
200.202.225,228.939.621,253.404.449,ON,ON,ON,ON
200.202.225,228.939.621,253.404.449,ON,ON,ON,ON
200.202.225,228.939.621,253.404.449,ON,ON,ON,ON
200.202.225,228.939.621,253.404.449,ON,ON,ON,ON
200.202.225,228.939.621,253.404.449,ON,ON,ON,ON
200.202.225,228.939.621,253.404.449,ON,ON,ON,ON
200.202.225,228.939.621,253.404.449,ON,ON,ON,ON
200.202.225,228.939.621,253.404.449,ON,ON,ON,ON
200.202.225,228.939.621,253.404.449,ON,ON,ON,ON
200.202.225,228.939.621,253.404.449,ON,ON,ON,ON
200.202.225,228.939.621,253.404.449,ON,ON,ON,ON
200.202.225,228.939.621,253.404.449,ON,ON,ON,ON
200.202.225,228.939.621,253.404.449,ON,ON,ON,ON
200.202.225,228.939.621,253.404.449,ON,ON,ON,ON
200.202.225,228.939.621,253.404.449,ON,ON,ON,ON
200.202.225,228.939.621,253.404.449,ON,ON,ON,ON
200.202.225,228.939.621,253.404.449,ON,ON,ON,ON
200.202.225,228.939.621,253.404.449,ON,ON,ON,ON
200.202.225,228.939.621,253.404.449,ON,ON,ON,ON
200.202.225,228.939.621,253.404.449,ON,ON,ON,ON
200.202.225,228.939.621,253.404.449,ON,ON,ON,ON
200.202.225,228.939.621,253.404.449,ON,ON,ON,ON
200.202.225,228.939.621,253.404.449,ON,ON,ON,ON
200.202.225,228.939.621,253.404.449,ON,ON,ON,ON
200.202.225,228.939.621,253.404.449,ON,ON,ON,ON
200.202.225,228.939.621,253.404.449,ON,ON,ON,ON
200.202.225,228.939.621,253.404.449,ON,ON,ON,ON
200.661.224,228.964.417,254.322.464,ON,ON,ON,ON
200.661.224,228.964.417,254.322.464,ON,ON,ON,ON
200.661.224,228.964.417,254.322.464,ON,ON,ON,ON
200.661.224,228.964.417,254.322.464,ON,ON,ON,ON
200.661.224,228.964.417,254.322.464,ON,ON,ON,ON
200.661.224,228.964.417,254.322.464,ON,ON,ON,ON
200.661.224,228.964.417,254.322.464,ON,ON,ON,ON
200.661.224,228.964.417,254.322.464,ON,ON,ON,ON
200.661.224,228.964.417,254.322.464,ON,ON,ON,ON
200.661.224,228.964.417,254.322.464,ON,ON,ON,ON
200.661.224,228.964.417,254.322.464,ON,ON,ON,ON
200.661.224,228.964.417,254.322.464,ON,ON,ON,ON
200.661.224,228.964.417,254.322.464,ON,ON,ON,ON
200.661.224,228.964.417,254.322.464,ON,ON,ON,ON
200.661.224,228.964.417,254.322.464,ON,ON,ON,ON
200.661.224,228.964.417,254.322.464,ON,ON,ON,ON
200.661.224,228.964.417,254.322.464,ON,ON,ON,ON
200.661.224,228.964.417,254.322.464,ON,ON,ON,ON
200.661.224,228.964.417,254.322.464,ON,ON,ON,ON
200.661.224,228.964.417,254.322.464,ON,ON,ON,ON
200.661.224,228.964.417,254.322.464,ON,ON,ON,ON
200.661.224,228.964.417,254.322.464,ON,ON,ON,ON
